PlayerName,Born,Height,Hand,LinkPlayer
Byron Black,"Harare, Zimbabwe",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/byron-black/b397/player-activity?year=all&matchType=Singles
Nuno Marques,"Porto, Portugal",191.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/nuno-marques/m197/player-activity?year=all&matchType=Singles
Sebastien Lareau,"Montreal, Quebec, Canada",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/sebastien-lareau/l226/player-activity?year=all&matchType=Singles
Cedric Pioline,"Neuilly/Seine, France",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/cedric-pioline/p226/player-activity?year=all&matchType=Singles
Andrew Ilie,"Bucharest, Romania",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andrew-ilie/i052/player-activity?year=all&matchType=Singles
Henrik Andersson,,0.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/henrik-andersson/a280/player-activity?year=all&matchType=Singles
Jerome Hanquez,"Campagne les Meshin, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jerome-hanquez/h335/player-activity?year=all&matchType=Singles
Francisco Clavet,"Aranjuez, Spain",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-clavet/c252/player-activity?year=all&matchType=Singles
Magnus Larsson,"Olofstrom, Sweden",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/magnus-larsson/l206/player-activity?year=all&matchType=Singles
Fabrice Betencourt,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fabrice-betencourt/b688/player-activity?year=all&matchType=Singles
Kalle Flygt,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/kalle-flygt/f290/player-activity?year=all&matchType=Singles
Fredrik Loven,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fredrik-loven/l364/player-activity?year=all&matchType=Singles
Timothy Aerts,,0.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/timothy-aerts/a260/player-activity?year=all&matchType=Singles
Charles-Edouard Maria,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/charles-edouard-maria/m620/player-activity?year=all&matchType=Singles
Arnaud Fontaine,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/arnaud-fontaine/f284/player-activity?year=all&matchType=Singles
Marcio Carlsson,"Florianopolis, Brazil",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcio-carlsson/c369/player-activity?year=all&matchType=Singles
Leonardo Olguin,"Mendoza, Argentina",,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/leonardo-olguin/o117/player-activity?year=all&matchType=Singles
Filip Dewulf,"Mol, Belgium",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/filip-dewulf/d228/player-activity?year=all&matchType=Singles
Kris Goossens,"Ukkel, Belgium",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/kris-goossens/g285/player-activity?year=all&matchType=Singles
Thierry Guardiola,"Toulouse, France",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/thierry-guardiola/g231/player-activity?year=all&matchType=Singles
Mikael Tillstrom,"Jonkoping, Sweden",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/mikael-tillstrom/t166/player-activity?year=all&matchType=Singles
Johan Van Herck,"Herentals, Belgium",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-van-herck/v167/player-activity?year=all&matchType=Singles
Lee Pearson,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/lee-pearson/p388/player-activity?year=all&matchType=Singles
Olivier Malcor,"Falaise, France",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/olivier-malcor/m601/player-activity?year=all&matchType=Singles
Jared Palmer,"New York, New York, USA",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jared-palmer/p233/player-activity?year=all&matchType=Singles
Magnus Gustafsson,"Lund, Sweden",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/magnus-gustafsson/g182/player-activity?year=all&matchType=Singles
Richard Fromberg,"Ulverstone,Tasmania, Australia",196.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/richard-fromberg/f164/player-activity?year=all&matchType=Singles
Martin Damm,"Liberec, Czech Republic",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martin-damm/d214/player-activity?year=all&matchType=Singles
Andrei Medvedev,"Kiev, Ukraine",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andrei-medvedev/m475/player-activity?year=all&matchType=Singles
Slava Dosedel,"Prerov, Czech Republic",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/slava-dosedel/d198/player-activity?year=all&matchType=Singles
Patrick Rafter,"Mount Isa, QSLD, Australia",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/patrick-rafter/r255/player-activity?year=all&matchType=Singles
Martin Zumpft,"Wertheim, Germany",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martin-zumpft/z047/player-activity?year=all&matchType=Singles
Diego Nargiso,"Naples, Italy",188.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/diego-nargiso/n109/player-activity?year=all&matchType=Singles
Christian Ruud,"Oslo, Norway",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-ruud/r219/player-activity?year=all&matchType=Singles
Lorenzo Manta,"Winterthur, Switzerland",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/lorenzo-manta/m551/player-activity?year=all&matchType=Singles
Martin Rodriguez,"Cordoba, Argentina",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martin-rodriguez/r251/player-activity?year=all&matchType=Singles
Todd Woodbridge,"Sydney, NSW, Australia",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/todd-woodbridge/w136/player-activity?year=all&matchType=Singles
Jeff Tarango,"Manhattan Beach, CA, USA",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/jeff-tarango/t136/player-activity?year=all&matchType=Singles
Michael Chang,"Hoboken, New Jersey, USA",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/michael-chang/c274/player-activity?year=all&matchType=Singles
Sjeng Schalken,"Weert, The Netherlands",193.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/sjeng-schalken/s572/player-activity?year=all&matchType=Singles
Olivier Mutis,"Mont. St. Martin, France",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/olivier-mutis/m640/player-activity?year=all&matchType=Singles
Karol Kucera,"Bratislava, Czechoslovakia",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/karol-kucera/k237/player-activity?year=all&matchType=Singles
Felix Mantilla,"Barcelona, Spain",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/felix-mantilla/m535/player-activity?year=all&matchType=Singles
Dariusz Kuligowski,,,,https://www.atptour.com/en/players/dariusz-kuligowski/ka06/player-activity?year=all&matchType=Singles
Christopher Koderisch,"Lemgo, Germany",180.0,,https://www.atptour.com/en/players/christopher-koderisch/k696/player-activity?year=all&matchType=Singles
Tuomas Ketola,"Turku, Finland",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tuomas-ketola/k297/player-activity?year=all&matchType=Singles
Ronald Agenor,"Rabat, Morocco",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ronald-agenor/a006/player-activity?year=all&matchType=Singles
Marc Canovas,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-canovas/c536/player-activity?year=all&matchType=Singles
Romano Tatuhey,,,,https://www.atptour.com/en/players/romano-tatuhey/t838/player-activity?year=all&matchType=Singles
Marc Rosset,"Geneva, Switzerland",201.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-rosset/r214/player-activity?year=all&matchType=Singles
Goran Ivanisevic,"Split, Croatia",193.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/goran-ivanisevic/i034/player-activity?year=all&matchType=Singles
Diego Moyano,"Buenos Aires, Argentina",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/diego-moyano/m538/player-activity?year=all&matchType=Singles
Francisco Costa,"Porto Alegre, Brazil",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-costa/c397/player-activity?year=all&matchType=Singles
Nicolas Escude,"Chartres, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/nicolas-escude/e140/player-activity?year=all&matchType=Singles
Michel Kratochvil,"Bern, Switzerland",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/michel-kratochvil/k319/player-activity?year=all&matchType=Singles
David Sherwood,"Sheffield, England",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-sherwood/s818/player-activity?year=all&matchType=Singles
Tomas Behrend,"Porto Alegre, Brazil",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tomas-behrend/b545/player-activity?year=all&matchType=Singles
Jamie Delgado,"Birmingham, England",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jamie-delgado/d289/player-activity?year=all&matchType=Singles
Marcelo Charpentier,"Buenos Aires, Argentina",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcelo-charpentier/c375/player-activity?year=all&matchType=Singles
Melvyn Op der Heijde,Hoorn,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/melvyn-op-der-heijde/o150/player-activity?year=all&matchType=Singles
Gregory Carraz,"Bourgoin-Jallieu, France",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/gregory-carraz/c400/player-activity?year=all&matchType=Singles
Greg Rusedski,"Montreal, Quebec, Canada",193.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/greg-rusedski/r237/player-activity?year=all&matchType=Singles
Lars Burgsmuller,"Mulheim, Germany",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/lars-burgsmuller/b484/player-activity?year=all&matchType=Singles
Alex Calatrava,"Cologne, Germany",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/alex-calatrava/c361/player-activity?year=all&matchType=Singles
Gilles Elseneer,"Bruxelles, Belgium",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gilles-elseneer/e169/player-activity?year=all&matchType=Singles
Philipp Hammer,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/philipp-hammer/h500/player-activity?year=all&matchType=Singles
Olivier Vandewiele,,,,https://www.atptour.com/en/players/olivier-vandewiele/v409/player-activity?year=all&matchType=Singles
John van Lottum,Madagascar,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/john-van-lottum/v201/player-activity?year=all&matchType=Singles
Hicham Arazi,"Casablanca, Morocco",175.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/hicham-arazi/a226/player-activity?year=all&matchType=Singles
Peter Clarke,dublin,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/peter-clarke/c526/player-activity?year=all&matchType=Singles
Juan-Luis Rascon-Lope,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-luis-rascon-lope/r240/player-activity?year=all&matchType=Singles
Massimo Ocera,,,,https://www.atptour.com/en/players/massimo-ocera/o176/player-activity?year=all&matchType=Singles
Dominique Coene,,,,https://www.atptour.com/en/players/dominique-coene/c664/player-activity?year=all&matchType=Singles
Jean-Michel Durango,,,,https://www.atptour.com/en/players/jean-michel-durango/d753/player-activity?year=all&matchType=Singles
Stefan Kilchhofer,,,,https://www.atptour.com/en/players/stefan-kilchhofer/k738/player-activity?year=all&matchType=Singles
Edwin Kempes,"Amsterdam, Netherlands",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/edwin-kempes/k317/player-activity?year=all&matchType=Singles
Renzo Furlan,"Conegliano, Veneto, Italy",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/renzo-furlan/f192/player-activity?year=all&matchType=Singles
Wayne Black,"Harare, Zimbabwe",170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wayne-black/b499/player-activity?year=all&matchType=Singles
Sebastian Prieto,"Buenos Aires, Argentina",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sebastian-prieto/p324/player-activity?year=all&matchType=Singles
Sebastien Lami,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sebastien-lami/l387/player-activity?year=all&matchType=Singles
Gaston Etlis,"Buenos Aires, Argentina",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gaston-etlis/e138/player-activity?year=all&matchType=Singles
Bernard Parun,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/bernard-parun/p456/player-activity?year=all&matchType=Singles
Carlos Gomez-Diaz,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/carlos-gomez-diaz/g214/player-activity?year=all&matchType=Singles
David Prinosil,"Olomouc, Czech Republic",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-prinosil/p273/player-activity?year=all&matchType=Singles
Leander Paes,"Calcutta, India",178.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/leander-paes/p269/player-activity?year=all&matchType=Singles
Gergely Kisgyorgy,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gergely-kisgyorgy/k299/player-activity?year=all&matchType=Singles
Joan Jimenez-Guerra,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/joan-jimenez-guerra/j159/player-activity?year=all&matchType=Singles
Yevgeny Kafelnikov,"Sochi, Russia",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/yevgeny-kafelnikov/k267/player-activity?year=all&matchType=Singles
Adrian Voinea,"Focsani, Romania",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/adrian-voinea/v166/player-activity?year=all&matchType=Singles
Magnus Norman,"Filipstad, Sweden",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/magnus-norman/n250/player-activity?year=all&matchType=Singles
Richard Krajicek,"Rotterdam, The Netherlands",196.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/richard-krajicek/k214/player-activity?year=all&matchType=Singles
Marcelo Rios,"Santiago, Chile",175.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marcelo-rios/r286/player-activity?year=all&matchType=Singles
Pete Sampras,"Washington, D.C., USA",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/pete-sampras/s402/player-activity?year=all&matchType=Singles
Francisco Cabello,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-cabello/c457/player-activity?year=all&matchType=Singles
Johan Settergren,"Halmstad, Sweden",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-settergren/s709/player-activity?year=all&matchType=Singles
Emilio Benfele Alvarez,"Figeras, Spain",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/emilio-benfele-alvarez/a190/player-activity?year=all&matchType=Singles
Vadim Kutsenko,"Komsomolsk, Russia",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/vadim-kutsenko/k308/player-activity?year=all&matchType=Singles
Steven Korteling,,,,https://www.atptour.com/en/players/steven-korteling/k740/player-activity?year=all&matchType=Singles
Vincenzo Santopadre,"Rome, Italy",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/vincenzo-santopadre/s413/player-activity?year=all&matchType=Singles
Oscar Serrano,"Barcelona, Spain",173.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/oscar-serrano/s676/player-activity?year=all&matchType=Singles
Marc-Kevin Goellner,"Rio de Janeiro, Brazil",196.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-kevin-goellner/g252/player-activity?year=all&matchType=Singles
Bertrand Contzler,,,,https://www.atptour.com/en/players/bertrand-contzler/c677/player-activity?year=all&matchType=Singles
Andrei Cherkasov,"Ufa, Russia",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andrei-cherkasov/c260/player-activity?year=all&matchType=Singles
Marcello Craca,,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcello-craca/c439/player-activity?year=all&matchType=Singles
Jan Weinzierl,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-weinzierl/w201/player-activity?year=all&matchType=Singles
Martijn Bok,"Best, Netherlands",170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martijn-bok/b477/player-activity?year=all&matchType=Singles
Tom Vanhoudt,"Diest, Belgium",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tom-vanhoudt/v156/player-activity?year=all&matchType=Singles
Daniel Orsanic,"Buenos Aires, Argentina",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/daniel-orsanic/o086/player-activity?year=all&matchType=Singles
Pat Cash,"Melbourne, VIC, Australia",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/pat-cash/c023/player-activity?year=all&matchType=Singles
Patrick Baur,"Radolfzell, Germany",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/patrick-baur/b293/player-activity?year=all&matchType=Singles
Joost Winnink,"Peize, Netherlands",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/joost-winnink/w161/player-activity?year=all&matchType=Singles
Hendrik Jan Davids,"DeBilt, Netherlands",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/hendrik-jan-davids/d170/player-activity?year=all&matchType=Singles
Jakob Hlasek,"Prague, Czechoslovakia",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/jakob-hlasek/h025/player-activity?year=all&matchType=Singles
Daniele Balducci,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/daniele-balducci/b390/player-activity?year=all&matchType=Singles
Christian Saceanu,"Klausenburg, Rumania",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-saceanu/s288/player-activity?year=all&matchType=Singles
Nicklas Utgren,"Vanersborg, Sweden",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/nicklas-utgren/u020/player-activity?year=all&matchType=Singles
Ruben Gajardo,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ruben-gajardo/g165/player-activity?year=all&matchType=Singles
Jerome Potier,"Rennes, France",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/jerome-potier/p043/player-activity?year=all&matchType=Singles
Gabriel Markus,"Buenos Aires, Argentina",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gabriel-markus/m412/player-activity?year=all&matchType=Singles
Thomas Buchmayer,"St. Polten, Austria",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/thomas-buchmayer/b317/player-activity?year=all&matchType=Singles
Emilio Sanchez,"Madrid, Spain",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/emilio-sanchez/s014/player-activity?year=all&matchType=Singles
Patrik Kuhnen,"Puttlingen, Germany",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/patrik-kuhnen/k030/player-activity?year=all&matchType=Singles
Sule Ladipo,"Enugu, Nigeria",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sule-ladipo/l249/player-activity?year=all&matchType=Singles
Pierre Bouteyre,"Nimes, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/pierre-bouteyre/b439/player-activity?year=all&matchType=Singles
Tom Kempers,"Bussum, Netherlands",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/tom-kempers/k193/player-activity?year=all&matchType=Singles
Chuck Adams,"Pacific Palisades, CA",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/chuck-adams/a199/player-activity?year=all&matchType=Singles
Marcos Aurelio Gorriz,"Barcelona, Spain",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcos-aurelio-gorriz/g028/player-activity?year=all&matchType=Singles
Stefan Edberg,"Vastervik, Sweden",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stefan-edberg/e004/player-activity?year=all&matchType=Singles
Thierry Champion,"Bagnol Sur Ceze, France",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/thierry-champion/c028/player-activity?year=all&matchType=Singles
Fernon Wibier,"Dedemsvaart, Netherlands",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fernon-wibier/w171/player-activity?year=all&matchType=Singles
Alexander Volkov,"Kaliningrad, Russia",188.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexander-volkov/v037/player-activity?year=all&matchType=Singles
Michael Stich,"Pinneberg, Germany",193.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/michael-stich/s351/player-activity?year=all&matchType=Singles
Stephane Simian,"Le Pontet d' Ozon, France",193.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/stephane-simian/s454/player-activity?year=all&matchType=Singles
Jean-Philippe Fleurian,"Paris, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jean-philippe-fleurian/f031/player-activity?year=all&matchType=Singles
Henrik Holm,"Taby, Sweden",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/henrik-holm/h191/player-activity?year=all&matchType=Singles
Guy Forget,"Casablanca, Morocco",191.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/guy-forget/f035/player-activity?year=all&matchType=Singles
Jeremy Bates,"Solihull, England",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jeremy-bates/b021/player-activity?year=all&matchType=Singles
Amos Mansdorf,"Tel Aviv, Israel",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/amos-mansdorf/m012/player-activity?year=all&matchType=Singles
Wally Masur,"Southampton, England",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wally-masur/m030/player-activity?year=all&matchType=Singles
Christian Miniussi,"Buenos Aires, Argentina",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-miniussi/m069/player-activity?year=all&matchType=Singles
Jonas Svensson,"Goteburg, Sweden",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jonas-svensson/s101/player-activity?year=all&matchType=Singles
Jaime Yzaga,"Lima, Peru",170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jaime-yzaga/y017/player-activity?year=all&matchType=Singles
Anders Jarryd,"Lidkoping, Sweden",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/anders-jarryd/j006/player-activity?year=all&matchType=Singles
Pietro Pennisi,"Florence, Italy",173.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/pietro-pennisi/p173/player-activity?year=all&matchType=Singles
Xavier Daufresne,"Lasne, Belgium",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/xavier-daufresne/d190/player-activity?year=all&matchType=Singles
Christian Schaffkes,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-schaffkes/s520/player-activity?year=all&matchType=Singles
David Engel,"Gothenburg, Sweden",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-engel/e061/player-activity?year=all&matchType=Singles
Francisco Yunis,"Buenos Aires, Argentina",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-yunis/y003/player-activity?year=all&matchType=Singles
Gilad Bloom,"Tel Aviv, Israel",173.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/gilad-bloom/b051/player-activity?year=all&matchType=Singles
Gonzalo Lopez-Fabero,Barcelona,191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/gonzalo-lopez-fabero/l224/player-activity?year=all&matchType=Singles
Juan Carlos Baguena,"Barcelona, Spain",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-carlos-baguena/b084/player-activity?year=all&matchType=Singles
Mats Wilander,"Vaxjo, Sweden",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/mats-wilander/w023/player-activity?year=all&matchType=Singles
Jordi Arrese,"Barcelona, Spain",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordi-arrese/a034/player-activity?year=all&matchType=Singles
Wojtek Kowalski,"Inowroclaw, Poland",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wojtek-kowalski/k067/player-activity?year=all&matchType=Singles
Paolo Cane,"Bologna, Italy",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/paolo-cane/c012/player-activity?year=all&matchType=Singles
Carl-Uwe Steeb,"Aalen, Germany",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/carl-uwe-steeb/s080/player-activity?year=all&matchType=Singles
Aaron Krickstein,"Ann Arbor, MI",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/aaron-krickstein/k023/player-activity?year=all&matchType=Singles
Goran Prpic,"Zagreb, Croatia",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/goran-prpic/p050/player-activity?year=all&matchType=Singles
Karel Novacek,"Prostejov, Czech Republic",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/karel-novacek/n025/player-activity?year=all&matchType=Singles
Henri Leconte,"Lillers, France",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/henri-leconte/l014/player-activity?year=all&matchType=Singles
Grant Connell,"Regina, Saskatchewan,Canada",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/grant-connell/c046/player-activity?year=all&matchType=Singles
Kim Warwick,"Sydney, NSW, Australia",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/kim-warwick/w006/player-activity?year=all&matchType=Singles
Yuri Soberon,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/yuri-soberon/s654/player-activity?year=all&matchType=Singles
Dirk Dier,"St. Ingbert, Germany",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/dirk-dier/d207/player-activity?year=all&matchType=Singles
Petr Korda,"Prague, Czech Republic",191.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/petr-korda/k148/player-activity?year=all&matchType=Singles
Aleksandar Kitinov,"Skopje, Macedonia",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/aleksandar-kitinov/k245/player-activity?year=all&matchType=Singles
Jordi Burillo,"Barcelona, Spain",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordi-burillo/b429/player-activity?year=all&matchType=Singles
Franck Osvald,,,,https://www.atptour.com/en/players/franck-osvald/o191/player-activity?year=all&matchType=Singles
Djalmar Sistermans,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/djalmar-sistermans/s733/player-activity?year=all&matchType=Singles
Cyril Saubion,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/cyril-saubion/s812/player-activity?year=all&matchType=Singles
Guillaume Raoux,"Bagnol Sur Ceze, France",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/guillaume-raoux/r186/player-activity?year=all&matchType=Singles
Aleksander Mierzwinski,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/aleksander-mierzwinski/m532/player-activity?year=all&matchType=Singles
